ID|sourateID|numeroverset|verset
2778|23|105|&laquo;Mes versets ne vous &eacute;taient-ils pas r&eacute;cit&eacute;s et vous les traitiez alors de mensonges?&raquo;
2779|23|106|Ils dirent: &laquo;Seigneur! Notre malheur nous a vaincus, et nous &eacute;tions des gens &eacute;gar&eacute;s.
2780|23|107|Seigneur, fais nous-en sortir! Et si nous r&eacute;cidivons, nous serons alors des injustes&raquo;.
2781|23|108|Il dit: &laquo;Soyez-y refoul&eacute;s (humili&eacute;s) et ne Me parlez plus&raquo;.
2782|23|109|Il y eut un groupe de Mes serviteurs qui dirent: &laquo;Seigneur, nous croyons; pardonne-nous donc et fais-nous mis&eacute;ricorde, car Tu es le meilleur des Mis&eacute;ricordieux&raquo;
2783|23|110|mais vous les avez pris en raillerie jusqu&apos;&agrave; oublier de M&apos;invoquer, et vous vous riiez d&apos;eux.
2784|23|111|Vraiment, Je les ai r&eacute;compens&eacute;s aujourd&apos;hui pour ce qu&apos;ils ont endur&eacute;; et ce sont eux les triomphants.
2785|23|112|Il dira: &laquo;Combien d&apos;ann&eacute;es &ecirc;tes-vous rest&eacute;s sur terre?&raquo;
2786|23|113|Ils diront: &laquo;Nous y avons demeur&eacute; un jour, ou une partie d&apos;un jour. Interroge donc ceux qui comptent.&raquo;
2787|23|114|Il dira: &laquo;Vous n&apos;y avez demeur&eacute; que peu [de temps], si seulement vous saviez.
2788|23|115|Pensiez-vous que Nous vous avions cr&eacute;&eacute;s sans but, et que vous ne seriez pas ramen&eacute;s vers Nous?&raquo;
2789|23|116|Que soit exalt&eacute; Allah, le vrai Souverain! Pas de divinit&eacute; en dehors de Lui, le Seigneur du Tr&ocirc;ne sublime!
2790|23|117|Et quiconque invoque avec Allah une autre divinit&eacute;, sans avoir la preuve &eacute;vidente [de son existence], aura &agrave; en rendre compte &agrave; son Seigneur. En v&eacute;rit&eacute;, les m&eacute;cr&eacute;ants, ne r&eacute;ussiront pas.
2791|23|118|Et dis: &laquo;Seigneur, pardonne et fais mis&eacute;ricorde. C&apos;est Toi le Meilleur des mis&eacute;ricordieux&raquo;.
2792|24|1|Voici une Sourate que Nous avons fait descendre et que Nous avons impos&eacute;e, et Nous y avons fait descendre des versets explicites afin que vous vous souveniez&raquo;.
2793|24|2|La fornicatrice et le fornicateur, fouettez-les chacun de cent coups de fouet. Et ne soyez point pris de piti&eacute; pour eux dans l&apos;ex&eacute;cution de la loi d&apos;Allah - si vous croyez en Allah et au Jour dernier. Et qu&apos;un groupe de croyants assiste &agrave; leur punition.
2794|24|3|Le fornicateur n&apos;&eacute;pousera qu&apos;une fornicatrice ou une associatrice. Et la fornicatrice ne sera &eacute;pous&eacute;e que par un fornicateur ou un associateur; et cela a &eacute;t&eacute; interdit aux croyants.
2795|24|4|Et ceux qui lancent des accusations contre des femmes chastes sans produire par la suite quatre t&eacute;moins, fouettez-les de quatre-vingts coups de fouet, et n&apos;acceptez plus jamais leur t&eacute;moignage. Et ceux-l&agrave; sont les pervers,
2796|24|5|&agrave; l&apos;exception de ceux qui, apr&egrave;s cela, se repentent et se r&eacute;forment, car Allah est Pardonneur et Mis&eacute;ricordieux.
2797|24|6|Et quant &agrave; ceux qui lancent des accusations contre leurs propres &eacute;pouses, sans avoir d&apos;autres t&eacute;moins qu&apos;eux-m&ecirc;mes, le t&eacute;moignage de l&apos;un d&apos;eux doit &ecirc;tre une quadruple attestation par Allah qu&apos;il est du nombre des v&eacute;ridiques,
2798|24|7|et la cinqui&egrave;me [attestation] est &laquo;que la mal&eacute;diction d&apos;Allah tombe sur lui s&apos;il est du nombre des menteurs&raquo;.
2799|24|8|Et on ne lui infligera pas le ch&acirc;timent [de la lapidation] si elle atteste quatre fois par Allah qu&apos;il [son mari] est certainement du nombre des menteurs,
2800|24|9|et la cinqui&egrave;me [attestation] est que la col&egrave;re d&apos;Allah soit sur elle, s&apos;il &eacute;tait du nombre des v&eacute;ridiques.
2801|24|10|Et, n&apos;&eacute;taient la gr&acirc;ce d&apos;Allah sur vous et Sa mis&eacute;ricorde...! Allah est Grand Accueillant au repentir et Sage!
2802|24|11|Ceux qui sont venus avec la calomnie sont un groupe d&apos;entre vous. Ne pensez pas que c&apos;est un mal pour vous, mais plut&ocirc;t, c&apos;est un bien pour vous. A chacun d&apos;eux ce qu&apos;il s&apos;est acquis comme p&eacute;ch&eacute;. Celui d&apos;entre eux qui s&apos;est charg&eacute; de la plus grande part aura un &eacute;norme ch&acirc;timent.
2803|24|12|Pourquoi, lorsque vous l&apos;avez entendue [cette calomnie], les croyants et les croyantes n&apos;ont-ils pas, en eux-m&ecirc;mes, conjectur&eacute; favorablement, et n&apos;ont-ils pas dit: &laquo;C&apos;est une calomnie &eacute;vidente?&raquo;
2804|24|13|Pourquoi n&apos;ont-ils pas produit [&agrave; l&apos;appui de leurs accusations] quatre t&eacute;moins? S&apos;ils ne produisent pas de t&eacute;moins, alors ce sont eux, aupr&egrave;s d&apos;Allah, les menteurs.
2805|24|14|N&apos;eussent-&eacute;t&eacute; la gr&acirc;ce d&apos;Allah sur vous et Sa mis&eacute;ricorde ici-bas comme dans l&apos;au-del&agrave;, un &eacute;norme ch&acirc;timent vous aurait touch&eacute;s pour cette (calomnie) dans laquelle vous vous &ecirc;tes lanc&eacute;s,
2806|24|15|quand vous colportiez la nouvelle avec vos langues et disiez de vos bouches ce dont vous n&apos;aviez aucun savoir; et vous le comptiez comme insignifiant alors qu&apos;aupr&egrave;s d&apos;Allah cela est &eacute;norme.
2807|24|16|Et pourquoi, lorsque vous l&apos;entendiez, ne disiez-vous pas: &laquo;Nous ne devons pas en parler. Gloire &agrave; Toi (&ocirc; Allah)! C&apos;est une &eacute;norme calomnie&raquo;?
2808|24|17|Allah vous exhorte &agrave; ne plus jamais revenir &agrave; une chose pareille si vous &ecirc;tes croyants.
2809|24|18|Allah vous expose clairement les versets et Allah est Omniscient et Sage.
2810|24|19|Ceux qui aiment que la turpitude se propage parmi les croyants auront un ch&acirc;timent douloureux, ici-bas comme dans l&apos;au-del&agrave;. Allah sait, et vous, vous ne savez pas.
2811|24|20|Et n&apos;eussent &eacute;t&eacute; la gr&acirc;ce d&apos;Allah sur vous et Sa mis&eacute;ricorde et (n&apos;e&ucirc;t &eacute;t&eacute;) qu&apos;Allah est Compatissant et Mis&eacute;ricordieux...
2812|24|21|O vous qui avez cru! Ne suivez pas les pas du Diable. Quiconque suit les pas du Diable, [sachez que] celui-ci ordonne la turpitude et le bl&acirc;mable. Et n&apos;eussent &eacute;t&eacute; la gr&acirc;ce d&apos;Allah envers vous et Sa mis&eacute;ricorde, nul d&apos;entre vous n&apos;aurait jamais &eacute;t&eacute; pur. Mais Allah purifie qui Il veut. Et Allah est Audient et Omniscient.
2813|24|22|Et que les d&eacute;tenteurs de richesse et d&apos;aisance parmi vous, ne jurent pas de ne plus faire des dons aux proches, aux pauvres, et &agrave; ceux qui &eacute;migrent dans le sentier d&apos;Allah. Qu&apos;ils pardonnent et absolvent. N&apos;aimez-vous pas qu&apos;Allah vous pardonne? et Allah est Pardonneur et Mis&eacute;ricordieux!
2814|24|23|Ceux qui lancent des accusations contre des femmes vertueuses, chastes [qui ne pensent m&ecirc;me pas &agrave; commettre la turpitude] et croyantes sont maudits ici-bas comme dans l&apos;au-del&agrave;; et ils auront un &eacute;norme ch&acirc;timent,
2815|24|24|Le jour o&ugrave; leurs langues, leurs mains et leurs pieds t&eacute;moigneront contre eux de ce qu&apos;ils faisaient.
2816|24|25|Ce Jour-l&agrave;, Allah leur donnera leur pleine et vraie r&eacute;tribution; et ils sauront que c&apos;est Allah qui est le Vrai de toute &eacute;vidence.
2817|24|26|Les mauvaises [femmes] aux mauvais [hommes], et les mauvais [hommes] aux mauvaises [femmes]. De m&ecirc;me, les bonnes [femmes] aux bons [hommes], et les bons [hommes] aux bonnes [femmes]. Ceux-l&agrave; sont innocents de ce que les autres disent. Ils ont un pardon et une r&eacute;compense g&eacute;n&eacute;reuse.
2818|24|27|O vous qui croyez! N&apos;entrez pas dans des maisons autres que les v&ocirc;tres avant de demander la permission [d&apos;une fa&ccedil;on d&eacute;licate] et de saluer leurs habitants. Cela est meilleur pour vous. Peut-&ecirc;tre vous souvenez-vous.
2819|24|28|Si vous n&apos;y trouvez personne, alors n&apos;y entrez pas avant que permission vous soit donn&eacute;e. Et si on vous dit: &laquo;Retournez&raquo;, eh bien, retournez. Cela est plus pur pour vous. Et Allah, de ce que vous faites est Omniscient.
2820|24|29|Nul grief contre vous &agrave; entrer dans des maisons inhabit&eacute;es o&ugrave; se trouve un bien pour vous. Allah sait ce que vous divulguez et ce que vous cachez.
2821|24|30|Dis aux croyants de baisser leurs regards et de garder leur chastet&eacute;. C&apos;est plus pur pour eux. Allah est, certes, Parfaitement Connaisseur de ce qu&apos;ils font.
2822|24|31|Et dis aux croyantes de baisser leurs regards, de garder leur chastet&eacute;, et de ne montrer de leurs atours que ce qui en para&icirc;t et qu&apos;elles rabattent leur voile sur leurs poitrines; et qu&apos;elles ne montrent leurs atours qu&apos;&agrave; leurs maris, ou &agrave; leurs p&egrave;res, ou aux p&egrave;res de leurs maris, ou &agrave; leurs fils, ou aux fils de leurs maris, ou &agrave; leurs fr&egrave;res, ou aux fils de leurs fr&egrave;res, ou aux fils de leurs s&oelig;urs, ou aux femmes musulmanes, ou aux esclaves qu&apos;elles poss&egrave;dent, ou aux domestiques m&acirc;les impuissants, ou aux gar&ccedil;ons impub&egrave;res qui ignorent tout des parties cach&eacute;es des femmes. Et qu&apos;elles ne frappent pas avec leurs pieds de fa&ccedil;on que l&apos;on sache ce qu&apos;elles cachent de leurs parures. Et repentez-vous tous devant Allah, &ocirc; croyants, afin que vous r&eacute;coltiez le succ&egrave;s.
2823|24|32|Mariez les c&eacute;libataires d&apos;entre vous et les gens de bien parmi vos esclaves, hommes et femmes. S&apos;ils sont besogneux, Allah les rendra riches par Sa gr&acirc;ce. Car (la gr&acirc;ce d&apos;) Allah est immense et Il est Omniscient.
2824|24|33|Et que ceux qui n&apos;ont pas de quoi se marier, cherchent &agrave; rester chastes jusqu&apos;&agrave; ce qu&apos;Allah les enrichisse par Sa gr&acirc;ce. Ceux de vos esclaves qui cherchent un contrat d&apos;affranchissement, concluez ce contrat avec eux si vous reconnaissez du bien en eux; et donnez-leur des biens d&apos;Allah qu&apos;Il vous a accord&eacute;s. Et dans votre recherche des profits passagers de la vie pr&eacute;sente, ne contraignez pas vos femmes esclaves &agrave; la prostitution, si elles veulent rester chastes. Si on les y contraint, Allah leur accorde apr&egrave;s qu&apos;elles aient &eacute;t&eacute; contraintes, Son pardon et Sa mis&eacute;ricorde.
2825|24|34|Nous avons effectivement fait descendre vers vous des versets clairs, donnant une parabole de ceux qui ont v&eacute;cu avant vous, et une exhortation pour les pieux!
2826|24|35|Allah est la Lumi&egrave;re des cieux et de la terre. Sa lumi&egrave;re est semblable &agrave; une niche o&ugrave; se trouve une lampe. La lampe est dans un (r&eacute;cipient de) cristal et celui-ci ressemble &agrave; un astre de grand &eacute;clat; son combustible vient d&apos;un arbre b&eacute;ni: un olivier ni oriental ni occidental dont l&apos;huile semble &eacute;clairer sans m&ecirc;me que le feu la touche. Lumi&egrave;re sur lumi&egrave;re. Allah guide vers Sa lumi&egrave;re qui Il veut. Allah propose aux hommes des paraboles et Allah est Omniscient.
2827|24|36|Dans des maisons [des mosqu&eacute;es] qu&apos;Allah a permis que l&apos;on &eacute;l&egrave;ve, et o&ugrave; Son Nom est invoqu&eacute;; Le glorifient en elles matin et apr&egrave;s-midi,
2828|24|37|des hommes que ni le n&eacute;goce, ni le troc ne distraient de l&apos;invocation d&apos;Allah, de l&apos;accomplissement de la Sal&acirc;t et de l&apos;acquittement de la Zak&acirc;t, et qui redoutent un Jour o&ugrave; les c&oelig;urs seront boulevers&eacute;s ainsi que les regards.
2829|24|38|Afin qu&apos;Allah les r&eacute;compense de la meilleure fa&ccedil;on pour ce qu&apos;ils ont fait [de bien]. Et Il leur ajoutera de Sa gr&acirc;ce. Allah attribue &agrave; qui Il veut sans compter.
2830|24|39|Quant &agrave; ceux qui ont m&eacute;cru, leurs actions sont comme un mirage dans une plaine d&eacute;sertique que l&apos;assoiff&eacute; prend pour de l&apos;eau. Puis quand il y arrive, il s&apos;aper&ccedil;oit que ce n&apos;&eacute;tait rien; mais y trouve Allah qui lui r&egrave;gle son compte en entier, car Allah est prompt &agrave; compter.
2831|24|40|[Les actions des m&eacute;cr&eacute;ants] sont encore semblables &agrave; des t&eacute;n&egrave;bres sur une mer profonde: des vagues la recouvrent, [vagues] au dessus desquelles s&apos;&eacute;l&egrave;vent [d&apos;autres] vagues, sur lesquelles il y a [d&apos;&eacute;pais] nuages. T&eacute;n&egrave;bres [entass&eacute;es] les unes au-dessus des autres. Quand quelqu&apos;un &eacute;tend la main, il ne la distingue presque pas. Celui qu&apos;Allah prive de lumi&egrave;re n&apos;a aucune lumi&egrave;re.
2832|24|41|N&apos;as-tu pas vu qu&apos;Allah est glorifi&eacute; par tous ceux qui sont dans les cieux et la terre; ainsi que par les oiseaux d&eacute;ployant leurs ailes? Chacun, certes, a appris sa fa&ccedil;on de L&apos;adorer et de Le glorifier. Allah sait parfaitement ce qu&apos;ils font.
2833|24|42|C&apos;est &agrave; Allah qu&apos;appartient la royaut&eacute; des cieux et de la terre. Et vers Allah sera le retour final.
2834|24|43|N&apos;as-tu pas vu qu&apos;Allah pousse les nuages? Ensuite Il les r&eacute;unit et Il en fait un amas, et tu vois la pluie sortir de son sein. Et Il fait descendre du ciel, de la gr&ecirc;le [provenant] des nuages [comparables] &agrave; des montagnes. Il en frappe qui Il veut et l&apos;&eacute;carte de qui Il veut. Peu s&apos;en faut que l&apos;&eacute;clat de son &eacute;clair ne ravisse la vue.
2835|24|44|Allah fait alterner la nuit et le jour. Il y a l&agrave; un sujet de r&eacute;flexion pour ceux qui ont des yeux.
2836|24|45|Et Allah a cr&eacute;&eacute; d&apos;eau tout animal. Il y en a qui marche sur le ventre, d&apos;autres marchent sur deux pattes, et d&apos;autres encore marchent sur quatre. Allah cr&eacute;e ce qu&apos;Il veut et Allah est Omnipotent.
2837|24|46|Nous avons certes fait descendre des versets explicites. Et Allah guide qui Il veut vers un droit chemin.
2838|24|47|Et ils disent: &laquo;Nous croyons en Allah et au messager et nous ob&eacute;issons&raquo;. Puis apr&egrave;s cela, une partie d&apos;entre eux fait volte-face. Ce ne sont point ceux-l&agrave; les croyants.
2839|24|48|Et quand on les appelle vers Allah et Son messager pour que celui-ci juge parmi eux, voil&agrave; que quelques-uns d&apos;entre eux s&apos;&eacute;loignent.
2840|24|49|Mais s&apos;ils ont le droit en leur faveur, ils viennent &agrave; lui, soumis.
2841|24|50|Y a-t-il une maladie dans leurs c&oelig;urs? ou doutent-ils ? ou craignent-ils qu&apos;Allah les opprime, ainsi que Son messager? Non!... mais ce sont eux les injustes.
2842|24|51|La seule parole des croyants, quand on les appelle vers Allah et Son messager, pour que celui-ci juge parmi eux, est: &laquo;Nous avons entendu et nous avons ob&eacute;i&raquo;. Et voil&agrave; ceux qui r&eacute;ussissent.
2843|24|52|Et quiconque ob&eacute;it &agrave; Allah et &agrave; Son messager, et craint Allah et Le redoute... alors, voil&agrave; ceux qui r&eacute;coltent le succ&egrave;s.
2844|24|53|Et ils jurent par Allah en serments solennels que si tu le leur ordonnais, ils sortiraient &agrave; coup s&ucirc;r (au combat). Dis: &laquo;Ne jurez donc pas. [Votre] ob&eacute;issance [verbale] est bien connue. Allah est Parfaitement Connaisseur de ce que vous faites&raquo;.
2845|24|54|Dis: &laquo;Ob&eacute;issez &agrave; Allah et ob&eacute;issez au messager. S&apos;ils se d&eacute;tournent, ...il [le messager] n&apos;est alors responsable que de ce dont il est charg&eacute;; et vous assumez ce dont vous &ecirc;tes charg&eacute;s. Et si vous lui ob&eacute;issez, vous serez bien guid&eacute;s&raquo;. Et il n&apos;incombe au messager que de transmettre explicitement (son message).
2846|24|55|Allah a promis &agrave; ceux d&apos;entre vous qui ont cru et fait les bonnes &oelig;uvres qu&apos;Il leur donnerait la succession sur terre comme Il l&apos;a donn&eacute;e &agrave; ceux qui les ont pr&eacute;c&eacute;d&eacute;s. Il donnerait force et supr&eacute;matie &agrave; leur religion qu&apos;Il a agr&eacute;&eacute;e pour eux. Il leur changerait leur ancienne peur en s&eacute;curit&eacute;. Ils M&apos;adorent et ne M&apos;associent rien et celui qui m&eacute;croit par la suite, ce sont ceux-l&agrave; les pervers.
2847|24|56|Accomplissez la Sal&acirc;t, acquittez la Zak&acirc;t et ob&eacute;issez au messager, afin que vous ayez la mis&eacute;ricorde.
2848|24|57|Ne pense point que ceux qui ne croient pas puissent s&apos;opposer &agrave; l&apos;autorit&eacute; d&apos;Allah sur terre. Le Feu sera leur refuge. Quelle mauvaise destination.
2849|24|58|O vous qui avez-cru! Que les esclaves que vous poss&eacute;dez vous demandent permission avant d&apos;entrer, ainsi que ceux des v&ocirc;tres qui n&apos;ont pas encore atteint la pubert&eacute;, &agrave; trois moments: avant la Sal&acirc;t de l&apos;aube, &agrave; midi quand vous enlevez vos v&ecirc;tements, ainsi qu&apos;apr&egrave;s la Sal&acirc;t de la nuit; trois occasions de vous d&eacute;v&ecirc;tir. En dehors de ces moments, nul reproche ni &agrave; vous ni &agrave; eux d&apos;aller et venir, les uns chez les autres. C&apos;est ainsi qu&apos;Allah vous expose clairement Ses versets, et Allah est Omniscient et Sage.
2850|24|59|Et quand les enfants parmi vous atteignent la pubert&eacute;, qu&apos;ils demandent permission avant d&apos;entrer, comme font leurs a&icirc;n&eacute;s. C&apos;est ainsi qu&apos;Allah vous expose clairement Ses versets, et Allah est Omniscient et Sage.
2851|24|60|Et quant aux femmes atteintes par la m&eacute;nopause qui n&apos;esp&egrave;rent plus le mariage, nul reproche &agrave; elles d&apos;enlever leurs v&ecirc;tements de [sortie], sans cependant exhiber leurs atours et si elle cherchent la chastet&eacute; c&apos;est mieux pour elles. Allah est Audient et Omniscient.
2852|24|61|Il n&apos;y a pas d&apos;emp&ecirc;chement &agrave; l&apos;aveugle, au boiteux, au malade, ainsi qu&apos;&agrave; vous-m&ecirc;mes de manger dans vos maisons, ou dans les maisons de vos p&egrave;res, ou dans celles de vos m&egrave;res, ou de vos fr&egrave;res, ou de vos s&oelig;urs, ou de vos oncles paternels, ou de vos tantes paternelles ou de vos oncles maternels, ou de vos tantes maternelles, ou dans celles dont vous poss&eacute;dez les clefs, ou chez vos amis. Nul emp&ecirc;chement &agrave; vous, non plus, de manger ensemble, ou s&eacute;par&eacute;ment. Quand donc vous entrez dans des maisons, adressez-vous mutuellement des salutations venant d&apos;Allah, b&eacute;nies et agr&eacute;ables. C&apos;est ainsi qu&apos;Allah vous expose Ses versets, afin que vous compreniez.
2853|24|62|Les vrais croyants sont ceux qui croient en Allah et en Son messager, et qui, lorsqu&apos;ils sont en sa compagnie pour une affaire d&apos;int&eacute;r&ecirc;t g&eacute;n&eacute;ral, ne s&apos;en vont pas avant de lui avoir demand&eacute; la permission. Ceux qui te demandent cette permission sont ceux qui croient en Allah et en Son messager. Si donc ils te demandent la permission pour une affaire personnelle, donne-la &agrave; qui tu veux d&apos;entre eux; et implore le pardon d&apos;Allah pour eux, car Allah est Pardonneur et Mis&eacute;ricordieux.
2854|24|63|Ne consid&eacute;rez pas l&apos;appel du messager comme un appel que vous vous adresseriez les uns aux autres. Allah conna&icirc;t certes ceux des v&ocirc;tres qui s&apos;en vont secr&egrave;tement en s&apos;entrecachant. Que ceux, donc, qui s&apos;opposent &agrave; son commandement prennent garde qu&apos;une &eacute;preuve ne les atteigne, ou que ne les atteigne un ch&acirc;timent douloureux.
2855|24|64|C&apos;est &agrave; Allah, vraiment, qu&apos;appartient tout ce qui est dans les cieux et sur la terre. Il sait parfaitement l&apos;&eacute;tat dans lequel vous &ecirc;tes, et le Jour o&ugrave; les hommes seront ramen&eacute;s vers Lui, Il les informera alors de ce qu&apos;ils &oelig;uvraient. Allah est Omniscient.
2856|25|1|Qu&apos;on exalte la B&eacute;n&eacute;diction de Celui qui a fait descendre le Livre de Discernement sur Son serviteur, afin qu&apos;il soit un avertisseur &agrave; l&apos;univers.
2857|25|2|Celui &agrave; qui appartient la royaut&eacute; des cieux et de la terre, qui ne S&apos;est point attribu&eacute; d&apos;enfant, qui n&apos;a point d&apos;associ&eacute; en Sa royaut&eacute; et qui a cr&eacute;&eacute; toute chose en lui donnant ses justes proportions.
2858|25|3|Mais ils ont adopt&eacute; en dehors de Lui des divinit&eacute;s qui, &eacute;tant elles-m&ecirc;mes cr&eacute;&eacute;es, ne cr&eacute;ent rien, et qui ne poss&egrave;dent la facult&eacute; de faire ni le mal ni le bien pour elles-m&ecirc;mes, et qui ne sont ma&icirc;tresses ni de la mort, ni de la vie, ni de la r&eacute;surrection.
2859|25|4|Les m&eacute;cr&eacute;ants disent: &laquo;Tout ceci n&apos;est qu&apos;un mensonge qu&apos;il (Muhammad) a invent&eacute;, et o&ugrave; d&apos;autres gens l&apos;ont aid&eacute;&raquo;. Or, ils commettent l&agrave; une injustice et un mensonge.
2860|25|5|Et ils disent: &laquo;Ce sont des contes d&apos;anciens qu&apos;il se fait &eacute;crire! On les lui dicte matin et soir!&raquo;
2861|25|6|Dis: &laquo;L&apos;a fait descendre Celui qui conna&icirc;t les secrets dans les cieux et la terre. Et Il est Pardonneur et Mis&eacute;ricordieux.
2862|25|7|Et ils disent: &laquo;Qu&apos;est-ce donc que ce Messager qui mange de la nourriture et circule dans les march&eacute;s? Que n&apos;a-t-on fait descendre vers lui un Ange qui e&ucirc;t &eacute;t&eacute; avertisseur en sa compagnie?
2863|25|8|Ou que ne lui a-t-on lanc&eacute; un tr&eacute;sor? Ou que n&apos;a-t-il un jardin &agrave; lui, dont il pourrait manger (les fruits)?&raquo; Les injustes disent: &laquo;Vous ne suivez qu&apos;un homme ensorcel&eacute;&raquo;.
2864|25|9|Vois &agrave; quoi ils te comparent! Ils se sont &eacute;gar&eacute;s. Ils ne pourront trouver aucun chemin.
2865|25|10|B&eacute;ni soit Celui qui, s&apos;Il le veut, t&apos;accordera bien mieux que cela: des Jardins sous lesquels coulent les ruisseaux; et Il t&apos;assignera des ch&acirc;teaux.
2866|25|11|Mais ils ont plut&ocirc;t qualifi&eacute; l&apos;Heure de mensonge. Nous avons cependant pr&eacute;par&eacute;, pour quiconque qualifie l&apos;Heure de mensonge, une Flamme br&ucirc;lante.
2867|25|12|Lorsque de loin elle les voit, ils entendront sa fureur et ses p&eacute;tillements.
2868|25|13|Et quand on les y aura jet&eacute;s, dans un &eacute;troit r&eacute;duit, les mains li&eacute;es derri&egrave;re le cou, ils souhaiteront alors leur destruction compl&egrave;te.
2869|25|14|&laquo;Aujourd&apos;hui, ne souhaitez pas la destruction une seule fois, mais souhaitez-en plusieurs.
2870|25|15|Dis: &laquo;Est-ce mieux ceci? ou bien le Paradis &eacute;ternel qui a &eacute;t&eacute; promis aux pieux, comme r&eacute;compense et destination derni&egrave;re?
2871|25|16|Ils auront l&agrave; tout ce qu&apos;ils d&eacute;sireront et une demeure &eacute;ternelle. C&apos;est une promesse incombant &agrave; ton Seigneur.
2872|25|17|Et le jour o&ugrave; Il les rassemblera, eux et ceux qu&apos;ils adoraient en dehors d&apos;Allah, Il dira: &laquo;Est-ce vous qui avez &eacute;gar&eacute; Mes serviteurs que voici, ou ont-ils eux-m&ecirc;mes perdu le sentier?&raquo;
2873|25|18|Ils diront: &laquo;Gloire &agrave; Toi! Il ne nous convenait nullement de prendre en dehors de Toi des patrons protecteurs mais Tu les as combl&eacute;s de jouissance ainsi que leurs anc&ecirc;tres au point qu&apos;ils en ont oubli&eacute; le livre du rappel [le Coran]. Et ils ont &eacute;t&eacute; des gens perdus&raquo;.
2874|25|19|&laquo;Ils vous ont d&eacute;mentis en ce que vous dites. Il n&apos;y aura pour vous ni &eacute;chappatoire ni secours (possible). Et quiconque des v&ocirc;tres est injuste, Nous lui ferons go&ucirc;ter un grand ch&acirc;timent&raquo;.
2875|25|20|Et Nous n&apos;avons envoy&eacute; avant toi que des messagers qui mangeaient de la nourriture et circulaient dans les march&eacute;s. Et Nous avons fait de certains d&apos;entre vous une &eacute;preuve pour les autres -endurerez-vous avec constance? - Et ton Seigneur demeure Clairvoyant.
2876|25|21|Et ceux qui n&apos;esp&egrave;rent pas Nous rencontrer disent: &laquo;Si seulement on avait fait descendre sur nous des Anges ou si nous pouvions voir notre Seigneur!&raquo; En effet, ils se sont enfl&eacute;s d&apos;orgueil en eux-m&ecirc;mes, et ont d&eacute;pass&eacute; les limites de l&apos;arrogance.
2877|25|22|Le jour o&ugrave; ils verront les Anges, ce ne sera pas une bonne nouvelle, ce jour-l&agrave;, pour les injustes, ils (les Anges) diront: &laquo;Barrage totalement d&eacute;fendu&raquo;!
2878|25|23|Nous avons consid&eacute;r&eacute; l&apos;&oelig;uvre qu&apos;ils ont accomplie et Nous l&apos;avons r&eacute;duite en poussi&egrave;re &eacute;parpill&eacute;e.
2879|25|24|Les gens du Paradis seront, ce jour-l&agrave;, en meilleure demeure et au plus beau lieu de repos.
2880|25|25|Et le jour o&ugrave; le ciel sera fendu par les nuages et qu&apos;on fera descendre des Anges,
2881|25|26|ce jour-l&agrave;, la vraie royaut&eacute; appartient au Tout Mis&eacute;ricordieux, et ce sera un Jour difficile aux infid&egrave;les.
2882|25|27|Le jour o&ugrave; l&apos;injuste se mordra les deux mains et dira: &laquo;[H&eacute;las pour moi!] Si seulement j&apos;avais suivi chemin avec le Messager!...
2883|25|28|Malheur &agrave; moi! H&eacute;las! Si seulement je n&apos;avais pas pris &laquo;un tel&raquo; pour ami!...
2884|25|29|Il m&apos;a, en effet, &eacute;gar&eacute; loin du rappel [le Coran], apr&egrave;s qu&apos;il me soit parvenu&raquo;. Et le Diable d&eacute;serte l&apos;homme (apr&egrave;s l&apos;avoir tent&eacute;).
2885|25|30|Et le Messager dit: &laquo;Seigneur, mon peuple a vraiment pris ce Coran pour une chose d&eacute;laiss&eacute;e!&raquo;
2886|25|31|C&apos;est ainsi que Nous f&icirc;mes &agrave; chaque proph&egrave;te un ennemi parmi les criminels. Mais ton Seigneur suffit comme guide et comme soutien.
2887|25|32|Et ceux qui ne croient pas disent: &laquo;Pourquoi n&apos;a-t-on pas fait descendre sur lui le Coran en une seule fois?&raquo; Nous l&apos;avons r&eacute;v&eacute;l&eacute; ainsi pour raffermir ton c&oelig;ur. Et Nous l&apos;avons r&eacute;cit&eacute; soigneusement.
2888|25|33|Ils ne t&apos;apporteront aucune parabole, sans que Nous ne t&apos;apportions la v&eacute;rit&eacute; avec la meilleure interpr&eacute;tation.
2889|25|34|Ceux qui seront tra&icirc;n&eacute;s [ensemble] sur leurs visages vers l&apos;Enfer, ceux-l&agrave; seront dans la pire des situations et les plus &eacute;gar&eacute;s hors du chemin droit.
2890|25|35|En effet, Nous avons apport&eacute; &agrave; Mo&iuml;se le Livre et lui avons assign&eacute; son fr&egrave;re Aaron comme assistant.
2891|25|36|Puis Nous avons dit: &laquo;Allez tous deux vers les gens qui ont trait&eacute; de mensonge Nos preuves&raquo;. Nous les avons ensuite d&eacute;truits compl&egrave;tement.
2892|25|37|Et le peuple de No&eacute;, quand ils eurent d&eacute;menti les messagers, Nous les noy&acirc;mes et en f&icirc;mes pour les gens un signe d&apos;avertissement. Et Nous avons pr&eacute;par&eacute; pour les injustes un ch&acirc;timent douloureux.
2893|25|38|Et les &apos;Aad, les Tham&ucirc;d, les gens d&apos;Ar-Rass et de nombreuses g&eacute;n&eacute;rations interm&eacute;diaires!
2894|25|39|A tous, cependant, Nous avions fait des paraboles et Nous les avions tous an&eacute;antis d&apos;une fa&ccedil;on brutale.
